precio,cantidad,descuento,total_venta,categoria_producto,metodo_envio,direccion_cliente,detalle_pedido,comentarios_cliente,descripcion_producto
843.64,2,0.02,328.4,Electrónica,Express,"{'calle': 'Av. Central', 'ciudad': 'Monterrey', 'codigo_postal': 26641}","{'metodo_pago': 'Transferencia', 'envio': 'Estándar'}",recomendado recomendado defectuoso rápido recomendado rápido precio excelente,recomendado calidad precio defectuoso calidad
1345.55,5,0.2,831.07,Ropa,Express,"{'calle': 'Boulevard Sur', 'ciudad': 'Monterrey', 'codigo_postal': 13198}","{'metodo_pago': 'Transferencia', 'envio': 'Estándar'}",rápido defectuoso malo excelente lento malo excelente precio lento,malo malo calidad excelente malo lento lento lento malo
1135.39,3,0.25,1022.47,Electrónica,Express,"{'calle': 'Boulevard Sur', 'ciudad': 'Querétaro', 'codigo_postal': 86417}","{'metodo_pago': 'Transferencia', 'envio': 'Estándar'}",defectuoso rápido defectuoso malo malo rápido recomendado defectuoso lento lento,defectuoso defectuoso recomendado calidad recomendado recomendado precio excelente malo precio
1751.26,9,0.12,1609.85,Electrónica,Express,"{'calle': 'Boulevard Sur', 'ciudad': 'CDMX', 'codigo_postal': 41424}","{'metodo_pago': 'Tarjeta', 'envio': 'Express'}",calidad rápido precio excelente rápido malo recomendado malo rápido precio lento,defectuoso excelente precio rápido excelente rápido lento lento malo
1868.83,2,0.07,3110.3,Hogar,Estándar,"{'calle': 'Calle Norte', 'ciudad': 'Querétaro', 'codigo_postal': 22098}","{'metodo_pago': 'Transferencia', 'envio': 'Estándar'}",excelente precio lento calidad malo recomendado recomendado lento excelente excelente precio lento precio defectuoso calidad,rápido malo excelente lento malo defectuoso calidad lento defectuoso lento excelente
1483.9,9,0.19,2265.41,Hogar,Estándar,"{'calle': 'Boulevard Sur', 'ciudad': 'CDMX', 'codigo_postal': 76346}","{'metodo_pago': 'Tarjeta', 'envio': 'Express'}",excelente malo excelente defectuoso recomendado defectuoso precio recomendado excelente calidad recomendado,malo rápido malo defectuoso rápido
1673.37,9,0.21,4654.38,Ropa,Estándar,"{'calle': 'Av. Central', 'ciudad': 'Querétaro', 'codigo_postal': 33995}","{'metodo_pago': 'PayPal', 'envio': 'Express'}",malo defectuoso defectuoso defectuoso recomendado precio excelente calidad excelente malo calidad precio precio rápido excelente,recomendado rápido lento calidad precio recomendado defectuoso recomendado recomendado malo excelente calidad precio recomendado calidad
873.32,4,0.21,2535.97,Deportes,Estándar,"{'calle': 'Calle Norte', 'ciudad': 'Monterrey', 'codigo_postal': 75939}","{'metodo_pago': 'Transferencia', 'envio': 'Express'}",lento malo calidad defectuoso rápido rápido,precio calidad malo calidad malo recomendado lento malo defectuoso
320.3,5,0.05,2323.3,Hogar,Estándar,"{'calle': 'Av. Central', 'ciudad': 'Monterrey', 'codigo_postal': 45908}","{'metodo_pago': 'Tarjeta', 'envio': 'Estándar'}",defectuoso precio calidad excelente recomendado calidad defectuoso malo rápido malo lento defectuoso,defectuoso malo excelente precio lento precio
75.28,7,0.23,4576.14,Deportes,Express,"{'calle': 'Av. Central', 'ciudad': 'CDMX', 'codigo_postal': 26929}","{'metodo_pago': 'Tarjeta', 'envio': 'Estándar'}",rápido calidad rápido malo lento rápido recomendado rápido,recomendado lento excelente malo lento precio recomendado rápido precio recomendado lento
851.32,5,0.01,1278.16,Electrónica,Estándar,"{'calle': 'Av. Central', 'ciudad': 'Querétaro', 'codigo_postal': 56549}","{'metodo_pago': 'Tarjeta', 'envio': 'Estándar'}",defectuoso precio rápido recomendado excelente excelente rápido defectuoso excelente excelente precio precio,recomendado calidad rápido malo excelente malo malo malo lento lento defectuoso excelente
1282.55,3,0.17,4444.38,Ropa,Express,"{'calle': 'Boulevard Sur', 'ciudad': 'Monterrey', 'codigo_postal': 95214}","{'metodo_pago': 'Transferencia', 'envio': 'Estándar'}",lento calidad recomendado defectuoso calidad calidad calidad calidad malo recomendado excelente defectuoso recomendado malo,lento malo rápido lento rápido defectuoso rápido defectuoso lento
399.93,3,0.28,2704.33,Ropa,Express,"{'calle': 'Calle Norte', 'ciudad': 'CDMX', 'codigo_postal': 35346}","{'metodo_pago': 'Transferencia', 'envio': 'Estándar'}",rápido precio lento calidad malo malo rápido recomendado defectuoso malo rápido rápido lento,rápido calidad rápido recomendado rápido lento excelente excelente defectuoso
788.39,6,0.15,1109.03,Ropa,Estándar,"{'calle': 'Av. Central', 'ciudad': 'CDMX', 'codigo_postal': 82375}","{'metodo_pago': 'PayPal', 'envio': 'Estándar'}",malo malo malo precio calidad defectuoso precio,recomendado defectuoso calidad malo precio excelente malo rápido
1260.72,5,0.18,633.91,Hogar,Estándar,"{'calle': 'Calle Norte', 'ciudad': 'CDMX', 'codigo_postal': 69872}","{'metodo_pago': 'Tarjeta', 'envio': 'Estándar'}",lento excelente defectuoso malo rápido rápido rápido excelente defectuoso precio lento calidad,rápido calidad precio rápido lento malo rápido malo defectuoso precio malo recomendado excelente lento lento
848.68,3,0.02,4909.92,Ropa,Estándar,"{'calle': 'Calle Norte', 'ciudad': 'CDMX', 'codigo_postal': 14566}","{'metodo_pago': 'Tarjeta', 'envio': 'Estándar'}",precio rápido precio excelente excelente recomendado calidad precio malo defectuoso recomendado,malo precio recomendado precio lento precio calidad defectuoso
1785.06,6,0.27,1948.72,Hogar,Estándar,"{'calle': 'Boulevard Sur', 'ciudad': 'Monterrey', 'codigo_postal': 72928}","{'metodo_pago': 'PayPal', 'envio': 'Express'}",malo recomendado rápido calidad rápido defectuoso malo recomendado excelente,malo rápido malo rápido calidad malo precio excelente recomendado rápido defectuoso defectuoso precio defectuoso
857.61,3,0.27,3337.09,Ropa,Estándar,"{'calle': 'Boulevard Sur', 'ciudad': 'Monterrey', 'codigo_postal': 63447}","{'metodo_pago': 'Transferencia', 'envio': 'Estándar'}",recomendado recomendado rápido recomendado calidad precio precio calidad excelente defectuoso malo calidad excelente,defectuoso defectuoso recomendado lento lento defectuoso precio excelente malo calidad precio malo recomendado
700.53,1,0.17,950.93,Hogar,Express,"{'calle': 'Calle Norte', 'ciudad': 'Querétaro', 'codigo_postal': 80456}","{'metodo_pago': 'Transferencia', 'envio': 'Estándar'}",rápido rápido lento rápido defectuoso malo rápido,defectuoso precio rápido recomendado rápido recomendado lento defectuoso excelente
255.87,8,0.1,4524.17,Hogar,Estándar,"{'calle': 'Calle Norte', 'ciudad': 'Monterrey', 'codigo_postal': 98479}","{'metodo_pago': 'Transferencia', 'envio': 'Estándar'}",calidad defectuoso recomendado lento defectuoso excelente calidad malo,lento recomendado recomendado rápido precio malo defectuoso
1675.81,8,0.25,2960.5,Hogar,Estándar,"{'calle': 'Calle Norte', 'ciudad': 'CDMX', 'codigo_postal': 83533}","{'metodo_pago': 'Transferencia', 'envio': 'Express'}",recomendado recomendado lento defectuoso recomendado precio excelente defectuoso defectuoso excelente lento lento recomendado,defectuoso excelente malo lento recomendado malo defectuoso malo calidad malo malo rápido rápido
660.8,5,0.19,1725.31,Hogar,Express,"{'calle': 'Calle Norte', 'ciudad': 'Querétaro', 'codigo_postal': 20771}","{'metodo_pago': 'Tarjeta', 'envio': 'Estándar'}",rápido lento rápido lento malo recomendado precio excelente excelente calidad defectuoso,rápido calidad calidad excelente excelente calidad calidad calidad lento excelente rápido malo recomendado calidad
344.42,8,0.14,4864.87,Deportes,Express,"{'calle': 'Boulevard Sur', 'ciudad': 'Monterrey', 'codigo_postal': 86402}","{'metodo_pago': 'Tarjeta', 'envio': 'Express'}",excelente lento recomendado calidad rápido malo precio recomendado,rápido rápido malo precio defectuoso
337.42,5,0.26,4635.73,Hogar,Express,"{'calle': 'Av. Central', 'ciudad': 'Querétaro', 'codigo_postal': 99276}","{'metodo_pago': 'PayPal', 'envio': 'Estándar'}",excelente calidad excelente rápido calidad lento lento,rápido lento lento malo defectuoso recomendado recomendado rápido
250.66,8,0.26,3875.31,Ropa,Express,"{'calle': 'Av. Central', 'ciudad': 'Querétaro', 'codigo_postal': 45969}","{'metodo_pago': 'Tarjeta', 'envio': 'Estándar'}",excelente rápido recomendado precio precio lento rápido defectuoso,calidad malo excelente precio excelente defectuoso excelente
831.94,4,0.05,1712.29,Ropa,Express,"{'calle': 'Boulevard Sur', 'ciudad': 'Monterrey', 'codigo_postal': 69937}","{'metodo_pago': 'Tarjeta', 'envio': 'Express'}",recomendado calidad lento lento excelente malo defectuoso rápido excelente calidad,defectuoso precio lento defectuoso lento rápido precio recomendado recomendado calidad
1694.71,5,0.25,4638.66,Hogar,Estándar,"{'calle': 'Calle Norte', 'ciudad': 'Querétaro', 'codigo_postal': 20306}","{'metodo_pago': 'Tarjeta', 'envio': 'Express'}",lento defectuoso recomendado recomendado excelente calidad malo recomendado calidad,recomendado defectuoso precio recomendado excelente excelente malo precio calidad
369.46,6,0.26,1086.85,Hogar,Estándar,"{'calle': 'Av. Central', 'ciudad': 'CDMX', 'codigo_postal': 42629}","{'metodo_pago': 'Tarjeta', 'envio': 'Estándar'}",calidad malo precio calidad rápido precio recomendado,recomendado rápido rápido malo malo excelente malo calidad recomendado recomendado excelente calidad defectuoso lento rápido
611.42,4,0.02,932.26,Hogar,Estándar,"{'calle': 'Av. Central', 'ciudad': 'Querétaro', 'codigo_postal': 42015}","{'metodo_pago': 'Transferencia', 'envio': 'Estándar'}",calidad excelente defectuoso calidad excelente recomendado recomendado lento rápido excelente recomendado calidad,recomendado defectuoso rápido lento rápido excelente excelente malo
335.72,4,0.17,1075.12,Hogar,Express,"{'calle': 'Calle Norte', 'ciudad': 'Monterrey', 'codigo_postal': 30706}","{'metodo_pago': 'PayPal', 'envio': 'Express'}",recomendado malo defectuoso recomendado rápido rápido precio recomendado,excelente calidad excelente rápido defectuoso calidad rápido excelente rápido recomendado lento
51.33,7,0.05,4026.74,Ropa,Express,"{'calle': 'Boulevard Sur', 'ciudad': 'Querétaro', 'codigo_postal': 21179}","{'metodo_pago': 'Tarjeta', 'envio': 'Express'}",precio recomendado lento lento excelente rápido precio,malo precio lento lento rápido defectuoso precio malo defectuoso excelente recomendado rápido excelente defectuoso rápido
1342.53,2,0.18,3138.88,Hogar,Estándar,"{'calle': 'Av. Central', 'ciudad': 'Monterrey', 'codigo_postal': 81608}","{'metodo_pago': 'Transferencia', 'envio': 'Estándar'}",defectuoso lento defectuoso excelente recomendado lento excelente rápido excelente recomendado precio calidad rápido excelente defectuoso,defectuoso rápido precio lento defectuoso defectuoso excelente calidad precio precio excelente
1931.45,4,0.18,4281.11,Deportes,Express,"{'calle': 'Boulevard Sur', 'ciudad': 'Querétaro', 'codigo_postal': 57992}","{'metodo_pago': 'Tarjeta', 'envio': 'Express'}",rápido rápido lento recomendado malo rápido,malo rápido lento calidad defectuoso malo calidad excelente lento malo defectuoso precio
1991.17,6,0.14,4611.29,Electrónica,Estándar,"{'calle': 'Boulevard Sur', 'ciudad': 'Monterrey', 'codigo_postal': 87626}","{'metodo_pago': 'Tarjeta', 'envio': 'Express'}",rápido calidad excelente excelente lento rápido recomendado precio calidad lento,excelente recomendado recomendado recomendado malo excelente excelente
1682.62,6,0.17,4686.73,Deportes,Estándar,"{'calle': 'Av. Central', 'ciudad': 'Querétaro', 'codigo_postal': 30285}","{'metodo_pago': 'Transferencia', 'envio': 'Express'}",malo recomendado excelente calidad defectuoso lento recomendado precio,precio rápido lento calidad recomendado precio calidad lento lento calidad excelente calidad
778.7,6,0.18,4124.68,Electrónica,Estándar,"{'calle': 'Av. Central', 'ciudad': 'Monterrey', 'codigo_postal': 14414}","{'metodo_pago': 'Transferencia', 'envio': 'Estándar'}",recomendado recomendado excelente precio recomendado defectuoso malo excelente excelente excelente lento recomendado calidad malo,precio lento precio recomendado defectuoso excelente calidad calidad precio calidad excelente lento
1021.56,1,0.08,1358.39,Hogar,Express,"{'calle': 'Calle Norte', 'ciudad': 'Querétaro', 'codigo_postal': 69563}","{'metodo_pago': 'PayPal', 'envio': 'Express'}",recomendado defectuoso recomendado calidad malo calidad rápido malo defectuoso calidad calidad rápido,malo malo precio precio excelente calidad excelente precio defectuoso lento precio
1721.35,3,0.01,1298.55,Deportes,Express,"{'calle': 'Av. Central', 'ciudad': 'Monterrey', 'codigo_postal': 49430}","{'metodo_pago': 'Tarjeta', 'envio': 'Estándar'}",excelente rápido recomendado rápido recomendado calidad malo excelente malo rápido,malo precio defectuoso defectuoso calidad lento rápido malo lento rápido malo precio excelente
359.53,1,0.01,4473.38,Hogar,Estándar,"{'calle': 'Calle Norte', 'ciudad': 'Monterrey', 'codigo_postal': 82538}","{'metodo_pago': 'Tarjeta', 'envio': 'Estándar'}",rápido defectuoso lento lento defectuoso precio lento precio precio lento precio calidad recomendado excelente malo,recomendado rápido defectuoso recomendado defectuoso malo excelente excelente rápido recomendado
685.92,7,0.29,2824.2,Deportes,Express,"{'calle': 'Boulevard Sur', 'ciudad': 'Querétaro', 'codigo_postal': 77971}","{'metodo_pago': 'Transferencia', 'envio': 'Express'}",rápido malo precio calidad recomendado,lento lento lento lento excelente calidad calidad
765.72,8,0.25,4840.16,Ropa,Estándar,"{'calle': 'Boulevard Sur', 'ciudad': 'CDMX', 'codigo_postal': 35851}","{'metodo_pago': 'PayPal', 'envio': 'Estándar'}",recomendado malo lento precio malo precio lento excelente calidad,lento lento calidad rápido recomendado recomendado recomendado recomendado calidad calidad rápido rápido recomendado recomendado malo
1322.52,2,0.22,3191.9,Electrónica,Estándar,"{'calle': 'Calle Norte', 'ciudad': 'Monterrey', 'codigo_postal': 33446}","{'metodo_pago': 'Transferencia', 'envio': 'Estándar'}",defectuoso defectuoso excelente calidad calidad calidad recomendado recomendado rápido recomendado excelente defectuoso rápido defectuoso rápido,recomendado calidad lento lento malo malo recomendado calidad calidad
1969.48,1,0.01,1390.3,Ropa,Estándar,"{'calle': 'Boulevard Sur', 'ciudad': 'Querétaro', 'codigo_postal': 20464}","{'metodo_pago': 'PayPal', 'envio': 'Estándar'}",excelente rápido rápido defectuoso defectuoso excelente recomendado lento recomendado recomendado calidad calidad,recomendado precio recomendado lento calidad precio precio
1258.17,5,0.27,3744.89,Electrónica,Express,"{'calle': 'Av. Central', 'ciudad': 'Querétaro', 'codigo_postal': 63612}","{'metodo_pago': 'PayPal', 'envio': 'Estándar'}",rápido precio malo malo defectuoso recomendado malo calidad malo lento defectuoso rápido lento calidad,calidad defectuoso recomendado calidad recomendado rápido excelente defectuoso defectuoso defectuoso
917.53,4,0.07,474.45,Hogar,Estándar,"{'calle': 'Av. Central', 'ciudad': 'Monterrey', 'codigo_postal': 17625}","{'metodo_pago': 'Tarjeta', 'envio': 'Estándar'}",rápido excelente rápido calidad lento calidad precio precio lento precio,calidad precio precio malo calidad precio rápido malo precio excelente excelente defectuoso rápido malo excelente
1150.53,9,0.24,143.8,Electrónica,Express,"{'calle': 'Av. Central', 'ciudad': 'Monterrey', 'codigo_postal': 68766}","{'metodo_pago': 'Tarjeta', 'envio': 'Estándar'}",recomendado precio rápido lento recomendado defectuoso,defectuoso malo lento defectuoso defectuoso defectuoso defectuoso malo defectuoso excelente calidad
1590.06,8,0.03,3019.12,Deportes,Estándar,"{'calle': 'Calle Norte', 'ciudad': 'CDMX', 'codigo_postal': 38611}","{'metodo_pago': 'PayPal', 'envio': 'Express'}",rápido excelente precio malo malo,malo defectuoso defectuoso calidad excelente malo lento rápido calidad
1163.44,4,0.29,4338.61,Deportes,Estándar,"{'calle': 'Boulevard Sur', 'ciudad': 'Monterrey', 'codigo_postal': 80669}","{'metodo_pago': 'Tarjeta', 'envio': 'Express'}",defectuoso excelente lento lento calidad calidad excelente excelente defectuoso rápido rápido rápido excelente calidad precio,excelente defectuoso precio malo precio excelente calidad malo calidad excelente recomendado rápido
202.16,7,0.2,1288.51,Hogar,Estándar,"{'calle': 'Calle Norte', 'ciudad': 'CDMX', 'codigo_postal': 28360}","{'metodo_pago': 'PayPal', 'envio': 'Express'}",rápido recomendado precio rápido lento,rápido defectuoso lento excelente rápido lento calidad lento precio lento recomendado recomendado precio
1728.19,7,0.04,3465.4,Electrónica,Estándar,"{'calle': 'Boulevard Sur', 'ciudad': 'CDMX', 'codigo_postal': 11653}","{'metodo_pago': 'Tarjeta', 'envio': 'Estándar'}",defectuoso precio lento rápido malo calidad excelente,precio excelente precio rápido precio lento calidad excelente lento defectuoso rápido
164.12,5,0.19,3023.47,Electrónica,Estándar,"{'calle': 'Calle Norte', 'ciudad': 'Monterrey', 'codigo_postal': 59522}","{'metodo_pago': 'Tarjeta', 'envio': 'Express'}",excelente malo excelente lento precio defectuoso malo defectuoso,malo defectuoso defectuoso calidad rápido precio defectuoso lento recomendado defectuoso
403.43,4,0.01,496.27,Ropa,Express,"{'calle': 'Av. Central', 'ciudad': 'CDMX', 'codigo_postal': 74670}","{'metodo_pago': 'Tarjeta', 'envio': 'Estándar'}",excelente calidad precio rápido rápido recomendado recomendado defectuoso rápido malo recomendado rápido recomendado rápido lento,excelente lento recomendado precio lento lento precio precio calidad excelente recomendado malo rápido
1364.5,8,0.24,4705.81,Hogar,Express,"{'calle': 'Av. Central', 'ciudad': 'Querétaro', 'codigo_postal': 74059}","{'metodo_pago': 'Tarjeta', 'envio': 'Estándar'}",precio lento recomendado defectuoso recomendado precio precio,precio lento recomendado defectuoso calidad lento rápido
1027.57,6,0.04,4159.77,Electrónica,Express,"{'calle': 'Calle Norte', 'ciudad': 'Querétaro', 'codigo_postal': 11855}","{'metodo_pago': 'Tarjeta', 'envio': 'Express'}",excelente defectuoso recomendado malo recomendado calidad defectuoso excelente calidad,recomendado calidad rápido lento excelente recomendado malo rápido excelente
856.39,5,0.02,4101.25,Electrónica,Express,"{'calle': 'Av. Central', 'ciudad': 'Querétaro', 'codigo_postal': 11785}","{'metodo_pago': 'PayPal', 'envio': 'Estándar'}",excelente rápido rápido defectuoso recomendado lento,lento precio defectuoso recomendado calidad excelente precio defectuoso malo excelente malo malo precio excelente
637.93,8,0.04,2467.35,Electrónica,Estándar,"{'calle': 'Boulevard Sur', 'ciudad': 'Monterrey', 'codigo_postal': 98612}","{'metodo_pago': 'Tarjeta', 'envio': 'Express'}",recomendado calidad defectuoso precio recomendado excelente recomendado recomendado rápido,calidad lento precio excelente calidad
1792.81,3,0.02,3192.76,Deportes,Estándar,"{'calle': 'Boulevard Sur', 'ciudad': 'Monterrey', 'codigo_postal': 71359}","{'metodo_pago': 'PayPal', 'envio': 'Express'}",calidad calidad recomendado precio recomendado recomendado rápido rápido defectuoso defectuoso lento malo recomendado rápido calidad,lento rápido malo precio recomendado calidad precio malo lento malo malo
171.93,3,0.24,4137.24,Deportes,Express,"{'calle': 'Boulevard Sur', 'ciudad': 'Querétaro', 'codigo_postal': 78621}","{'metodo_pago': 'Tarjeta', 'envio': 'Estándar'}",rápido calidad excelente defectuoso rápido calidad calidad precio calidad recomendado precio precio malo malo,recomendado malo defectuoso recomendado malo defectuoso recomendado lento rápido malo rápido
241.01,7,0.03,4804.55,Electrónica,Estándar,"{'calle': 'Calle Norte', 'ciudad': 'Querétaro', 'codigo_postal': 73232}","{'metodo_pago': 'PayPal', 'envio': 'Express'}",precio lento recomendado defectuoso malo defectuoso calidad malo malo lento rápido lento recomendado precio lento,malo malo lento recomendado lento excelente malo recomendado precio malo excelente rápido defectuoso calidad
1447.16,3,0.22,4138.71,Electrónica,Estándar,"{'calle': 'Av. Central', 'ciudad': 'Querétaro', 'codigo_postal': 45790}","{'metodo_pago': 'Tarjeta', 'envio': 'Estándar'}",excelente lento excelente malo rápido rápido precio,excelente precio malo lento malo recomendado recomendado rápido excelente malo lento rápido rápido recomendado
1392.13,7,0.16,4408.9,Electrónica,Estándar,"{'calle': 'Av. Central', 'ciudad': 'CDMX', 'codigo_postal': 44567}","{'metodo_pago': 'Transferencia', 'envio': 'Estándar'}",recomendado defectuoso defectuoso calidad recomendado precio recomendado recomendado recomendado malo calidad lento malo,calidad precio calidad calidad precio defectuoso excelente precio precio recomendado lento excelente defectuoso calidad
1086.24,1,0.12,997.11,Ropa,Express,"{'calle': 'Av. Central', 'ciudad': 'CDMX', 'codigo_postal': 14705}","{'metodo_pago': 'Tarjeta', 'envio': 'Estándar'}",recomendado recomendado defectuoso lento precio excelente recomendado defectuoso,calidad calidad rápido rápido calidad precio
50.24,1,0.1,3463.03,Electrónica,Estándar,"{'calle': 'Boulevard Sur', 'ciudad': 'Querétaro', 'codigo_postal': 26860}","{'metodo_pago': 'Tarjeta', 'envio': 'Express'}",recomendado recomendado rápido calidad rápido malo calidad precio defectuoso rápido,defectuoso calidad rápido excelente calidad excelente excelente excelente excelente recomendado
1705.13,8,0.12,4827.08,Ropa,Express,"{'calle': 'Calle Norte', 'ciudad': 'Monterrey', 'codigo_postal': 66950}","{'metodo_pago': 'Transferencia', 'envio': 'Estándar'}",rápido recomendado lento precio precio rápido rápido,malo recomendado malo recomendado defectuoso calidad defectuoso precio excelente lento rápido
1901.59,6,0.25,2001.22,Deportes,Estándar,"{'calle': 'Boulevard Sur', 'ciudad': 'CDMX', 'codigo_postal': 58372}","{'metodo_pago': 'Transferencia', 'envio': 'Express'}",recomendado excelente lento recomendado precio lento defectuoso defectuoso lento recomendado malo,calidad recomendado calidad recomendado calidad calidad calidad malo precio recomendado malo precio precio calidad recomendado
695.72,3,0.12,561.04,Electrónica,Express,"{'calle': 'Boulevard Sur', 'ciudad': 'Monterrey', 'codigo_postal': 34660}","{'metodo_pago': 'Transferencia', 'envio': 'Express'}",rápido rápido precio malo rápido excelente rápido defectuoso rápido defectuoso precio malo malo defectuoso,defectuoso calidad excelente calidad recomendado defectuoso
911.58,6,0.28,3597.57,Ropa,Express,"{'calle': 'Av. Central', 'ciudad': 'CDMX', 'codigo_postal': 27338}","{'metodo_pago': 'Tarjeta', 'envio': 'Estándar'}",lento recomendado rápido precio malo precio calidad defectuoso excelente defectuoso defectuoso,defectuoso lento lento malo recomendado calidad
607.28,8,0.09,106.85,Electrónica,Estándar,"{'calle': 'Boulevard Sur', 'ciudad': 'Monterrey', 'codigo_postal': 22936}","{'metodo_pago': 'Tarjeta', 'envio': 'Express'}",calidad lento lento malo rápido recomendado precio recomendado rápido,excelente calidad recomendado recomendado excelente rápido lento rápido recomendado recomendado recomendado
1269.93,8,0.25,2788.53,Hogar,Estándar,"{'calle': 'Av. Central', 'ciudad': 'CDMX', 'codigo_postal': 69188}","{'metodo_pago': 'Tarjeta', 'envio': 'Express'}",lento precio rápido defectuoso malo recomendado,recomendado malo recomendado calidad precio recomendado
1820.03,1,0.11,3717.99,Hogar,Estándar,"{'calle': 'Av. Central', 'ciudad': 'CDMX', 'codigo_postal': 96647}","{'metodo_pago': 'Transferencia', 'envio': 'Estándar'}",malo lento excelente rápido lento calidad recomendado rápido,calidad defectuoso lento lento lento precio precio excelente
1591.03,8,0.24,931.18,Hogar,Express,"{'calle': 'Av. Central', 'ciudad': 'Querétaro', 'codigo_postal': 64536}","{'metodo_pago': 'Tarjeta', 'envio': 'Estándar'}",rápido recomendado defectuoso lento recomendado malo defectuoso precio defectuoso excelente calidad,calidad precio rápido calidad recomendado lento calidad lento precio malo rápido recomendado excelente lento
1577.46,8,0.01,2362.95,Hogar,Express,"{'calle': 'Calle Norte', 'ciudad': 'Monterrey', 'codigo_postal': 51828}","{'metodo_pago': 'Tarjeta', 'envio': 'Estándar'}",precio rápido precio excelente defectuoso,malo lento rápido calidad defectuoso precio defectuoso
1200.33,8,0.15,4301.6,Hogar,Express,"{'calle': 'Av. Central', 'ciudad': 'Monterrey', 'codigo_postal': 51634}","{'metodo_pago': 'PayPal', 'envio': 'Express'}",recomendado calidad malo calidad malo malo recomendado rápido rápido lento lento calidad precio,defectuoso malo recomendado precio defectuoso precio
468.06,2,0.2,4502.45,Ropa,Estándar,"{'calle': 'Boulevard Sur', 'ciudad': 'CDMX', 'codigo_postal': 21690}","{'metodo_pago': 'PayPal', 'envio': 'Express'}",calidad calidad lento malo malo defectuoso defectuoso rápido rápido malo lento calidad excelente precio,excelente defectuoso rápido recomendado malo precio malo lento
1981.0,1,0.01,2120.12,Deportes,Estándar,"{'calle': 'Boulevard Sur', 'ciudad': 'Querétaro', 'codigo_postal': 54740}","{'metodo_pago': 'PayPal', 'envio': 'Express'}",malo calidad precio calidad malo defectuoso malo precio precio excelente rápido,defectuoso precio precio rápido lento
1105.82,7,0.22,182.43,Hogar,Express,"{'calle': 'Calle Norte', 'ciudad': 'Querétaro', 'codigo_postal': 31762}","{'metodo_pago': 'Tarjeta', 'envio': 'Estándar'}",rápido rápido recomendado malo defectuoso malo recomendado calidad malo defectuoso malo,calidad defectuoso malo lento rápido precio defectuoso
906.34,9,0.13,4557.39,Deportes,Estándar,"{'calle': 'Av. Central', 'ciudad': 'CDMX', 'codigo_postal': 91658}","{'metodo_pago': 'PayPal', 'envio': 'Express'}",malo recomendado rápido malo recomendado lento recomendado rápido recomendado malo calidad recomendado,defectuoso lento malo lento malo rápido rápido rápido malo defectuoso calidad precio defectuoso lento calidad
1940.88,1,0.13,3713.98,Hogar,Estándar,"{'calle': 'Av. Central', 'ciudad': 'Monterrey', 'codigo_postal': 39722}","{'metodo_pago': 'Transferencia', 'envio': 'Express'}",recomendado excelente recomendado excelente defectuoso,lento malo malo defectuoso recomendado recomendado rápido rápido excelente recomendado recomendado
800.8,8,0.11,2532.65,Hogar,Estándar,"{'calle': 'Boulevard Sur', 'ciudad': 'CDMX', 'codigo_postal': 38671}","{'metodo_pago': 'PayPal', 'envio': 'Estándar'}",precio excelente lento excelente excelente lento excelente rápido lento,recomendado recomendado excelente recomendado excelente calidad recomendado rápido defectuoso
1985.8,7,0.05,2546.65,Deportes,Express,"{'calle': 'Boulevard Sur', 'ciudad': 'Monterrey', 'codigo_postal': 64479}","{'metodo_pago': 'Tarjeta', 'envio': 'Estándar'}",rápido calidad recomendado rápido rápido excelente defectuoso excelente malo lento,precio precio precio precio malo
1274.55,6,0.24,1237.85,Ropa,Estándar,"{'calle': 'Calle Norte', 'ciudad': 'Querétaro', 'codigo_postal': 94063}","{'metodo_pago': 'PayPal', 'envio': 'Estándar'}",malo malo precio malo rápido recomendado calidad,precio recomendado defectuoso recomendado malo recomendado
189.69,4,0.16,501.68,Deportes,Estándar,"{'calle': 'Boulevard Sur', 'ciudad': 'CDMX', 'codigo_postal': 24843}","{'metodo_pago': 'PayPal', 'envio': 'Express'}",calidad rápido calidad malo defectuoso rápido recomendado defectuoso defectuoso,defectuoso precio precio defectuoso lento lento
269.28,4,0.16,1889.39,Hogar,Estándar,"{'calle': 'Boulevard Sur', 'ciudad': 'Monterrey', 'codigo_postal': 72286}","{'metodo_pago': 'Transferencia', 'envio': 'Express'}",precio recomendado calidad lento precio recomendado malo,malo excelente excelente excelente excelente defectuoso
565.48,7,0.26,1564.8,Deportes,Estándar,"{'calle': 'Av. Central', 'ciudad': 'Querétaro', 'codigo_postal': 44730}","{'metodo_pago': 'Tarjeta', 'envio': 'Express'}",defectuoso lento calidad rápido precio rápido rápido rápido excelente malo recomendado,excelente excelente defectuoso excelente malo rápido recomendado malo precio lento excelente rápido rápido recomendado calidad
1707.39,8,0.29,4729.38,Ropa,Express,"{'calle': 'Calle Norte', 'ciudad': 'CDMX', 'codigo_postal': 11337}","{'metodo_pago': 'PayPal', 'envio': 'Estándar'}",excelente rápido lento lento lento rápido malo rápido calidad rápido malo,calidad calidad calidad defectuoso malo precio defectuoso calidad recomendado
985.38,2,0.01,2682.92,Electrónica,Express,"{'calle': 'Calle Norte', 'ciudad': 'Querétaro', 'codigo_postal': 53231}","{'metodo_pago': 'PayPal', 'envio': 'Express'}",rápido excelente precio lento excelente lento lento excelente recomendado precio defectuoso recomendado recomendado rápido lento,excelente defectuoso rápido excelente recomendado precio rápido calidad lento rápido malo
